mock_ue_id,lon,lat,tick
0,-73.98892838982407,40.76111479608975,20
1,-73.98781043172606,40.73672128829921,20
2,-73.98843039054006,40.7101908921879,20
3,-73.98411899835465,40.717669689296585,20
4,-74.01304288899196,40.75268364918521,20
5,-73.99900941818973,40.753471943271414,20
6,-74.00356864527402,40.77163523036938,20
7,-73.9903020641415,40.730936541331744,20
8,-74.00732126964986,40.739016469367755,20
9,-73.98166929478624,40.71239355667563,20
10,-73.99646097063673,40.77283971944677,20
11,-73.98866146592533,40.76631449409153,20
12,-73.98472975632158,40.750876735789745,20
13,-73.99442206935284,40.736480564673585,20
14,-73.99608241267424,40.70382724936319,20
15,-73.98277182666234,40.73585374672281,20
16,-74.0076128779618,40.71487624425912,20
17,-73.99876386080952,40.72073749153325,20
18,-74.01025160276276,40.74571604442375,20
19,-73.98127917549981,40.76773979818917,20
20,-73.96950549029833,40.73132338589043,20
21,-73.97266019334286,40.71400462659986,20
22,-73.95656409906053,40.737952778661985,20
23,-73.93420927307896,40.7679743845965,20
24,-73.96664693853606,40.722916272962706,20
25,-73.96201039456673,40.75595434103851,20
26,-73.96615605796681,40.75035891318318,20
27,-73.93174261739611,40.74882119718823,20
28,-73.96588803849967,40.70079603433844,20
29,-73.97342007850176,40.70018830509558,20
30,-73.96989917802398,40.71391822893769,20
31,-73.95963744334541,40.756430724152786,20
32,-73.94325560056883,40.7411179489021,20
33,-73.96300784693497,40.71488318639281,20
34,-73.95445884806213,40.73469986191588,20
35,-73.96936998783157,40.71273063433526,20
36,-73.96582082155831,40.71470847683671,20
37,-73.95124624579442,40.763302548183184,20
38,-73.93880655641081,40.75060542486299,20
39,-73.96761817611865,40.711487687668345,20
40,-73.95745290514401,40.73298157516975,20
41,-73.97072376212286,40.717201768331584,20
42,-73.96376740819827,40.712852612846305,20
43,-73.95630582871297,40.755543528796046,20
44,-73.95362214739852,40.745917547608286,20
45,-73.96181439303622,40.75599144423039,20
46,-73.96831582880198,40.70909181361961,20
47,-73.9471744609714,40.75659007677446,20
48,-73.96648891089228,40.717326002416215,20
49,-73.95680951106986,40.736113139493796,20
50,-73.9653785188133,40.71220882319319,20
51,-73.97170936518377,40.72499827018328,20
52,-73.96670865688267,40.7241195039266,20
53,-73.96044633370285,40.76632179808149,20
54,-73.96173388891029,40.75481053983427,20
55,-73.96857689916794,40.700934369641644,20
56,-73.95901742786829,40.748623012246675,20
57,-73.97463414892772,40.70563937167044,20
58,-73.97133958060049,40.708931927609505,20
59,-73.93948518263107,40.77001862383554,20
60,-73.95272596546438,40.763113854210886,20
61,-73.95847845597469,40.732612712197664,20
62,-73.93128978480064,40.75609828631597,20
63,-73.97213706613853,40.718071100177234,20
64,-73.97177214335582,40.72830700017618,20
65,-73.95193159908726,40.76434504001786,20
66,-73.94659632259209,40.75335275574627,20
67,-73.97434183568996,40.713574550512426,20
68,-73.96892738673301,40.72177077486244,20
69,-73.9634787555854,40.726379913635114,20
70,-73.9703092176811,40.71247892781317,20
71,-73.96609842418384,40.724077469298464,20
72,-73.95881804433279,40.75282290116621,20
73,-73.95637153617317,40.74822238717256,20
74,-73.97361656584425,40.71655486710086,20
75,-73.96005970396504,40.7498112607513,20
76,-73.93738427672864,40.77483804603275,20
77,-73.9784615848199,40.701377448384264,20
78,-73.96759669580683,40.72489583032197,20
79,-73.97250162712436,40.71259126920867,20
80,-73.95154449577043,40.74359570470202,20
81,-73.96206494164115,40.746518332070124,20
82,-73.96484099794132,40.709391440190004,20
83,-73.97084591663159,40.7007396440377,20
84,-73.9639951222543,40.71694587856799,20
85,-73.93880932507054,40.748264311629804,20
86,-73.96207148526616,40.75820742364293,20
87,-73.96942054125095,40.71565042972988,20
88,-73.97049780725402,40.713982782586314,20
89,-73.96722284078868,40.72845062992961,20
90,-73.94706355429702,40.74278614561051,20
91,-73.9390652922611,40.76191404499802,20
92,-73.94908771192793,40.7578179647088,20
93,-73.93821942210064,40.76382366484162,20
94,-73.93169595487679,40.76239964053856,20
95,-73.97729831145871,40.70767275170538,20
96,-73.97218143083563,40.719110406447676,20
97,-73.94434636324996,40.75050351483048,20
98,-73.94147211006813,40.74189965819793,20
99,-73.96639569330945,40.71807732871869,20
100,-73.9774814033094,40.70269933706102,20
101,-73.93689106133593,40.74596749746351,20
102,-73.93316046901967,40.76625480075656,20
103,-73.96908737972281,40.69978501362722,20
104,-73.94707982118854,40.77209938217143,20
105,-73.94101697562476,40.752141576836685,20
106,-73.93561011161316,40.75086414988685,20
107,-73.93379059185771,40.762928514543006,20
108,-73.95904585372145,40.72568770460501,20
109,-73.96707209104001,40.7086635874019,20
110,-73.9550504095938,40.74433494602939,20
111,-73.94768209802056,40.73731055822377,20
112,-73.94992853856304,40.7531847688596,20
113,-73.96682774163109,40.71608774722026,20
114,-73.97149678256831,40.70491532739146,20
115,-73.95041610631152,40.73744228009128,20
116,-73.97164138580241,40.72560336845264,20
117,-73.96949686165146,40.70847216818393,20
118,-73.95158643661706,40.75469335551161,20
119,-73.95963968998673,40.724727521502224,20
120,-73.97546778642254,40.702970692231375,20
121,-73.9614313738764,40.71476979715752,20
122,-73.94154566287183,40.774012595745155,20
123,-73.93887818887336,40.76459813429824,20
124,-73.97271237462402,40.71405764959229,20
125,-73.96762164035671,40.74372996118084,20
126,-73.97187887090254,40.719490249367205,20
127,-73.95123093982893,40.73191567225827,20
128,-73.95216560176068,40.74076303380293,20
129,-73.97366991051753,40.708655385986084,20
130,-73.96064265196985,40.74714855157262,20
131,-73.973587596558,40.71725292215281,20
132,-73.94314536941815,40.770262625692254,20
133,-73.94112721156726,40.76239549277228,20
134,-73.96698642716365,40.72457947960085,20
135,-73.97358448921437,40.703822887950984,20
136,-73.96501880421832,40.725689600198216,20
137,-73.94942822790506,40.73357361321244,20
138,-73.97611746176194,40.71112146682865,20
139,-73.96219380153919,40.72461779663982,20
