mock_ue_id,lon,lat,tick
0,-74.00650203496382,40.73112927883483,7
1,-73.9973639277311,40.75644574385253,7
2,-74.00539749366177,40.74887173731205,7
3,-73.998676806109,40.76659506455994,7
4,-73.97316678813623,40.75955816049099,7
5,-73.98623835673051,40.76366354348495,7
6,-74.00082163367368,40.7215758174443,7
7,-73.97782291159,40.734841987301834,7
8,-74.01974265846385,40.78124850143446,7
9,-74.00616515873428,40.760794607325046,7
10,-74.00910158858493,40.7358943386906,7
11,-74.01874751012762,40.78078005794642,7
12,-73.97368492672446,40.74534437888274,7
13,-73.9908640044057,40.761833318591854,7
14,-73.98469536898085,40.733227933640094,7
15,-74.00935897416547,40.74027606878807,7
16,-73.99933577229261,40.767573994973546,7
17,-74.01164295598716,40.75544065513286,7
18,-73.97626285835568,40.74563625084848,7
19,-73.98597938480022,40.764016247467836,7
20,-73.97813151496065,40.735711708874184,7
21,-73.97883325519722,40.73525689224295,7
22,-73.99123198375362,40.75633951221052,7
23,-74.02613495285314,40.76830051395641,7
24,-74.00072130940161,40.76273565815392,7
25,-73.992161060638,40.76521433427548,7
26,-73.98550940985764,40.75151033879561,7
27,-74.00981816538007,40.77803368202037,7
28,-73.98981053480031,40.72695290405459,7
29,-73.98568496529967,40.742728032244,7
30,-73.97860181852029,40.75373865765818,7
31,-73.98018596658287,40.75273658050098,7
32,-74.00953274858716,40.75754350485615,7
33,-74.0160401783114,40.747974908235484,7
34,-74.00756944360474,40.74538246754356,7
35,-74.01497006104515,40.74736726761058,7
36,-74.01011465589737,40.747371113164554,7
37,-74.00726087868,40.7602754359706,7
38,-73.99565528211967,40.77563348309526,7
39,-73.99536227679029,40.77295870715667,7
40,-74.02272438041508,40.79292086818324,7
41,-74.02101640791496,40.74824548634928,7
42,-73.97911179947981,40.762875319099415,7
43,-73.96841289862968,40.74196551703343,7
44,-73.98793005251184,40.735180190211366,7
45,-73.98740541438002,40.725959333784466,7
46,-73.99637379222936,40.756687648913115,7
47,-74.01095198747248,40.78402526907878,7
48,-74.01979518048172,40.761953721811174,7
49,-73.99598780197714,40.76960668842056,7
50,-74.02489892798539,40.79832357626002,7
51,-74.03359976246223,40.812399421821,7
52,-74.03441173869788,40.80730374451306,7
53,-73.97788546407438,40.74446890966504,7
54,-73.98588325026263,40.75510367700059,7
55,-74.02948488874735,40.7958905096304,7
56,-73.995340701553,40.72614457923787,7
57,-73.9984081164496,40.741711432861784,7
58,-73.98143467273971,40.74982485187001,7
59,-74.03287929561843,40.81038306328307,7
60,-73.99153063066956,40.75905468898811,7
61,-74.00073865858147,40.73762448493126,7
62,-73.98830316696592,40.75725653459606,7
63,-74.01443739732179,40.77610962562445,7
64,-74.01982116228923,40.78943265832489,7
65,-74.00126281701148,40.762787481160835,7
66,-73.9934220290007,40.74139518155964,7
67,-74.02992009059484,40.77871264350655,7
68,-74.02688438450188,40.78393309054261,7
69,-74.02075932119112,40.76844234538583,7
70,-74.01124429451036,40.74856632243447,7
71,-73.97151628488352,40.734736511223815,7
72,-73.9929118965288,40.75508601235047,7
73,-74.02762890027924,40.78639310607973,7
74,-73.97444784604886,40.75971047648185,7
75,-73.97882633718801,40.738918863941095,7
76,-74.02461056369046,40.79999445055213,7
77,-74.00423085868972,40.75209606218636,7
78,-73.96770514213516,40.73427864367062,7
79,-74.01578919886538,40.74998676932742,7
80,-74.02570574862466,40.76235550523818,7
81,-74.0263791716637,40.790044011304275,7
82,-73.9825103204151,40.73601122405588,7
83,-73.96712845540112,40.74021526276771,7
84,-74.01638045349083,40.74802382184717,7
85,-74.00290712135505,40.73800305934491,7
86,-73.99667688937558,40.76299403309763,7
87,-73.98348562014797,40.76295953713538,7
88,-74.01531990898269,40.785869460259775,7
89,-73.98190730763197,40.76725360133087,7
90,-73.98783665473074,40.76002193463457,7
91,-74.02249133332545,40.776091514490744,7
92,-74.00083332746489,40.770580846643156,7
93,-73.99444219544361,40.73436449885421,7
94,-73.97706636014755,40.7607959631927,7
95,-73.99050987854389,40.76293678631969,7
96,-73.9966168019324,40.75537620765315,7
97,-73.9549688952517,40.749450396294705,7
98,-73.98755025254329,40.72113030083006,7
99,-73.99282614736825,40.770935300046375,7
100,-73.98015823937742,40.757491545388135,7
101,-73.99562465497115,40.74600425802376,7
102,-74.02131416450854,40.76771373875142,7
103,-74.00841941436627,40.74410890976925,7
104,-73.98786479791843,40.76262798046294,7
105,-74.02037188758455,40.75618838989431,7
106,-73.99331721179169,40.725960985865946,7
107,-73.98501137829713,40.73506351078935,7
108,-74.01540456193166,40.76010516465159,7
109,-74.02713031849682,40.768235544210214,7
110,-73.97108419666425,40.734653449694605,7
111,-74.01934611536518,40.75710631894084,7
112,-73.98063662282767,40.741417035358964,7
113,-73.97870439389703,40.761429487719184,7
114,-74.0044278147158,40.7371008373573,7
115,-73.99201099300461,40.761509876578984,7
116,-73.99347008570513,40.75152536701833,7
117,-74.02722300063203,40.769084593468925,7
118,-74.00871570285736,40.771170204319624,7
119,-74.00682173071884,40.761789654881156,7
120,-74.02744329433689,40.80269047209801,7
121,-73.96987718094165,40.74677897508064,7
122,-74.00469154602752,40.769713228569884,7
123,-74.00642237130363,40.776519663936284,7
124,-73.9948933369169,40.75549420966224,7
125,-73.98501161069653,40.77403514582045,7
126,-73.9786632554145,40.728340857302506,7
127,-74.0041482250759,40.7358972953582,7
128,-74.02476407029664,40.76911237113293,7
129,-74.00720797406674,40.73548200226767,7
130,-73.99948851372588,40.758908128957216,7
131,-73.97623020277366,40.72975560384616,7
132,-74.01522794638272,40.75967855728134,7
133,-74.02762107775702,40.773169519353026,7
134,-74.00008497351911,40.75852220432905,7
135,-74.00431473694927,40.73457741649745,7
136,-73.96630485682233,40.74695626053245,7
137,-73.95893446787937,40.74416331523223,7
138,-74.01736479067735,40.787978775354645,7
139,-73.97422071284129,40.735649830266304,7
140,-74.00572185899557,40.73134273117495,7
141,-74.00672468368815,40.768202956766366,7
142,-74.03130539089315,40.789850841333696,7
143,-74.03161476797769,40.782624850968524,7
144,-73.98438958745326,40.74971442099898,7
145,-73.97943979875237,40.7493914128722,7
146,-73.99472441907477,40.73357333463168,7
147,-73.97828150147733,40.73383350346471,7
148,-73.98064974240171,40.739879054450164,7
149,-74.00743414274561,40.75567140605737,7
150,-74.00290004077151,40.76125171745741,7
151,-74.0237399538365,40.753205258486645,7
152,-73.9670869535777,40.7379761225071,7
153,-74.01861181274396,40.78201022124753,7
154,-73.9899642813138,40.75229116209383,7
155,-74.00030179108656,40.74764170342351,7
156,-74.02853173432767,40.7680758822687,7
157,-73.97337223790853,40.73821912065828,7
158,-73.98359765792101,40.74221710083305,7
159,-74.03102843731682,40.78591755328726,7
160,-74.00935255385775,40.74165259885106,7
161,-74.01759643594572,40.78057824277508,7
162,-73.99230224584156,40.73565196091161,7
163,-73.98177142889757,40.775733168771986,7
164,-73.982065178759,40.731629036277305,7
165,-73.96415720329836,40.7460210161148,7
166,-74.01584669945808,40.745956015302504,7
167,-74.02117999767323,40.75576290821523,7
168,-74.0087254755406,40.73884602400687,7
169,-73.97926771192881,40.72169656372365,7
170,-74.00014463544069,40.76526272886834,7
171,-73.98929277901685,40.7462761643128,7
172,-74.01249459896796,40.77318648667872,7
173,-73.9671181159494,40.75571802335054,7
174,-73.98081886242569,40.72912224666797,7
175,-73.99684975395817,40.76987340768146,7
176,-74.01103230249647,40.78187571819849,7
177,-73.987523790794,40.72982655907145,7
178,-74.02443912864604,40.76031509253907,7
179,-74.00953599384387,40.77257125352339,7
180,-74.00349008048249,40.773658419017174,7
181,-74.02043485712422,40.770284894671796,7
182,-73.96012543306949,40.751695053007914,7
183,-74.01572208825948,40.774070200028206,7
184,-73.99668607957051,40.774746344462905,7
185,-73.97599647688493,40.73192014156812,7
186,-74.01717633856526,40.772937575828685,7
187,-74.01634128527022,40.77500387144555,7
188,-73.98736409378337,40.75494140416044,7
189,-74.00630843176175,40.76854540376745,7
190,-74.02375412832481,40.750700065732595,7
191,-73.98370286243347,40.76020253370824,7
192,-73.983739286208,40.72913909401343,7
193,-74.02399690122886,40.785591731914685,7
194,-73.98010720191394,40.761317819210134,7
195,-73.99150928821663,40.744071018588535,7
196,-74.00497275422924,40.76289180580989,7
197,-74.00403249275162,40.74563527950094,7
198,-73.9870098991082,40.74510974998041,7
199,-74.00878997703552,40.73532224250346,7
200,-73.9776755232179,40.770239576041796,7
201,-74.03153961732252,40.78679879169481,7
202,-74.00418911023017,40.73200939908569,7
203,-73.99030056248253,40.768546278105674,7
204,-74.01070919574188,40.751724657051405,7
205,-73.99809412846739,40.76890460235157,7
206,-74.01927925180154,40.75304277891256,7
207,-73.99791024006923,40.74615123764294,7
208,-73.98163885043307,40.769352565724226,7
209,-74.01707039444743,40.769200218941066,7
210,-73.99319058741908,40.73807325054644,7
211,-73.97449027981521,40.75026030351238,7
212,-74.02818362597796,40.774025867975034,7
213,-74.01112959308773,40.76730588797993,7
214,-74.01492554079738,40.769843092657226,7
215,-73.9927278956528,40.743791907805296,7
216,-73.99443185611601,40.77215297597234,7
217,-74.02670384295897,40.77667836960468,7
218,-73.9792983808499,40.77241359542841,7
219,-73.97877384191204,40.74249675508088,7
220,-74.02366396559326,40.764632472109426,7
221,-73.98365350204547,40.74042100788719,7
222,-73.96358910571851,40.74676104830944,7
223,-73.98416451601707,40.76206775072862,7
224,-73.97205612169589,40.74627726955789,7
225,-74.03204725826065,40.7892055338531,7
226,-74.02073269994881,40.75835507739758,7
227,-73.9959996937815,40.77494049845797,7
228,-73.98327574645944,40.75518668035533,7
229,-73.9770693296398,40.762219872337745,7
230,-73.98920605458751,40.76650435543466,7
231,-74.00056917001763,40.747233529314265,7
232,-73.99113493270556,40.75806217957111,7
233,-73.98401215395863,40.774302674405895,7
234,-73.98814591499695,40.75973898612791,7
235,-73.99473020782816,40.77578615444874,7
236,-74.02474612851678,40.77725928465679,7
237,-73.98204131807663,40.722893804081025,7
238,-73.99160115236444,40.74203582227397,7
239,-73.96471005427789,40.74916487036575,7
240,-74.02725938972993,40.7902960338584,7
241,-74.0284284619668,40.79703041331921,7
242,-73.98580583422549,40.766397353347614,7
243,-74.02578443560368,40.78912589620481,7
244,-74.01814515677025,40.76708214117458,7
245,-74.02174334090218,40.75887763991079,7
246,-74.0081075116018,40.75526133458493,7
247,-73.99985400528176,40.766479603930485,7
248,-74.00147675745666,40.758513060477185,7
249,-74.01722145147758,40.76254656832561,7
250,-73.98178449813169,40.7340738016384,7
251,-74.03667822862172,40.81642325514725,7
252,-74.0327768319541,40.80768268742118,7
253,-73.97702960904901,40.72558981600064,7
254,-73.98130716418953,40.75823480039171,7
255,-73.9857187880224,40.73667235709435,7
256,-74.01949150185524,40.79107506609108,7
257,-74.01402171670331,40.76972640029347,7
258,-73.9843201664422,40.77429928493312,7
259,-73.96990812030107,40.734626342575346,7
260,-73.98222515768937,40.758280560518365,7
261,-73.99343407137971,40.72311246196298,7
262,-73.98363328860769,40.76628187837497,7
263,-73.96116793214806,40.74102676708057,7
264,-73.98968800231152,40.77508849074977,7
265,-73.98079269755075,40.77160951778046,7
266,-73.99247298946513,40.735151063480735,7
267,-74.03369596446224,40.791525800573055,7
268,-74.02576037664602,40.80069382397451,7
269,-74.0029643515726,40.75822983495359,7
270,-73.97964107931799,40.730533190017766,7
271,-73.97334876565658,40.76225462140206,7
272,-74.0026779885343,40.75213976074102,7
273,-73.98295001068684,40.756071059351186,7
274,-73.98669374841842,40.773630055911184,7
275,-74.0094880281924,40.74872972244583,7
276,-73.98846207887644,40.727510167489406,7
277,-73.99296808217434,40.740367583100195,7
278,-73.99149118581283,40.730088554335,7
279,-74.00463790648249,40.75990759982125,7
280,-73.99885531241083,40.77072654295594,7
281,-74.01658396006448,40.748991133857466,7
282,-74.00091067737071,40.75740748604646,7
283,-73.99009119367501,40.73139957228613,7
284,-73.98687252955675,40.75703641899704,7
285,-74.02523960629915,40.78892033676031,7
286,-74.01321258325251,40.75406773092087,7
287,-74.02792218962222,40.76296065733552,7
288,-74.00445015027064,40.73235814900379,7
289,-74.03278365254727,40.79354019872716,7
290,-74.01716920374815,40.757030289921595,7
291,-74.01995278751227,40.75434692422742,7
292,-74.03676654805648,40.8108766523954,7
293,-73.99480521547657,40.765621866001545,7
294,-73.99818151976079,40.73159149650433,7
295,-73.98408236073236,40.77379021608976,7
296,-74.03003275428293,40.7763892703157,7
297,-73.960434624436,40.74823306949173,7
298,-73.99030711226551,40.732597907185514,7
299,-73.97866218040244,40.73135691661621,7
300,-73.98806900912511,40.73285808497833,7
301,-74.01485951183798,40.75919105514596,7
302,-74.0244556809045,40.770451004254234,7
303,-74.01104532403053,40.76513425785659,7
304,-74.02972366896755,40.78669402315049,7
305,-73.99261669377877,40.7575368130911,7
306,-74.01240289888977,40.76404928691082,7
307,-73.97756101459785,40.72513624243668,7
308,-74.00024158595457,40.775256126868676,7
309,-74.00575993059505,40.77612512548607,7
310,-74.01661111505769,40.77578143555997,7
311,-73.97368491258128,40.72756648559012,7
312,-74.0157781825021,40.75395736648866,7
313,-74.00948862910876,40.74284106135198,7
314,-74.01754087241936,40.76201857923647,7
315,-73.97674646084776,40.74400638693263,7
316,-73.9838568102071,40.74769065301354,7
317,-73.98582914518454,40.77237185657402,7
318,-74.00725096929155,40.74587858172352,7
319,-74.03149680656006,40.78397076668104,7
320,-73.98917385235045,40.73568661742297,7
321,-73.9858707838756,40.72790984862384,7
