cell_id,avg_rsrp,lon,lat,cell_el_deg
cell_1_0,-188.47522685629028,-74.02147533600744,40.76066274228462,18.0
cell_1_120,-183.97522685629028,-74.02147533600744,40.76066274228462,7.0
cell_1_240,-186.97522685629028,-74.02147533600744,40.76066274228462,15.0
cell_2_0,-160.2144541741041,-74.02147533600744,40.76066274228462,13.0
cell_2_120,-159.7144541741041,-74.02147533600744,40.76066274228462,4.0
cell_2_240,-161.2144541741041,-74.02147533600744,40.76066274228462,15.0
cell_3_0,-168.14839841579365,-74.02147533600744,40.76066274228462,12.0
cell_3_120,-170.64839841579365,-74.02147533600744,40.76066274228462,17.0
cell_3_240,-167.14839841579365,-74.02147533600744,40.76066274228462,6.0
cell_4_0,-181.74188875073278,-74.02147533600744,40.76066274228462,13.0
cell_4_120,-182.24188875073278,-74.02147533600744,40.76066274228462,2.0
cell_4_240,-182.74188875073278,-74.02147533600744,40.76066274228462,1.0
cell_5_0,-181.26658759901636,-74.02147533600744,40.76066274228462,17.0
cell_5_120,-180.26658759901636,-74.02147533600744,40.76066274228462,1.0
cell_5_240,-179.26658759901636,-74.02147533600744,40.76066274228462,3.0
cell_6_0,-175.1520292724535,-74.02147533600744,40.76066274228462,11.0
cell_6_120,-179.6520292724535,-74.02147533600744,40.76066274228462,20.0
cell_6_240,-179.6520292724535,-74.02147533600744,40.76066274228462,20.0
cell_7_0,-181.99948719579672,-74.02147533600744,40.76066274228462,8.0
cell_7_120,-183.99948719579672,-74.02147533600744,40.76066274228462,4.0
cell_7_240,-185.49948719579672,-74.02147533600744,40.76066274228462,15.0
cell_8_0,-187.82280873088857,-74.02147533600744,40.76066274228462,2.0
cell_8_120,-184.82280873088857,-74.02147533600744,40.76066274228462,8.0
cell_8_240,-187.32280873088857,-74.02147533600744,40.76066274228462,3.0
cell_9_0,-166.99211597712963,-74.02147533600744,40.76066274228462,16.0
cell_9_120,-164.99211597712963,-74.02147533600744,40.76066274228462,12.0
cell_9_240,-163.49211597712963,-74.02147533600744,40.76066274228462,9.0
cell_10_0,-182.47232240111174,-74.02147533600744,40.76066274228462,0.0
cell_10_120,-178.97232240111174,-74.02147533600744,40.76066274228462,9.0
cell_10_240,-182.97232240111174,-74.02147533600744,40.76066274228462,17.0
cell_1_0,-190.59192688871946,-74.01430328288392,40.77738557785712,18.0
cell_1_120,-189.09192688871946,-74.01430328288392,40.77738557785712,1.0
cell_1_240,-186.09192688871946,-74.01430328288392,40.77738557785712,7.0
cell_2_0,-169.28667788337157,-74.01430328288392,40.77738557785712,12.0
cell_2_120,-167.78667788337157,-74.01430328288392,40.77738557785712,7.0
cell_2_240,-171.28667788337157,-74.01430328288392,40.77738557785712,16.0
cell_3_0,-174.40249592586224,-74.01430328288392,40.77738557785712,4.0
cell_3_120,-175.40249592586224,-74.01430328288392,40.77738557785712,2.0
cell_3_240,-174.40249592586224,-74.01430328288392,40.77738557785712,12.0
cell_4_0,-184.56206760458986,-74.01430328288392,40.77738557785712,12.0
cell_4_120,-186.06206760458986,-74.01430328288392,40.77738557785712,1.0
cell_4_240,-187.06206760458986,-74.01430328288392,40.77738557785712,17.0
cell_5_0,-185.38234853162328,-74.01430328288392,40.77738557785712,19.0
cell_5_120,-183.38234853162328,-74.01430328288392,40.77738557785712,1.0
cell_5_240,-184.38234853162328,-74.01430328288392,40.77738557785712,17.0
cell_6_0,-184.03289340684668,-74.01430328288392,40.77738557785712,1.0
cell_6_120,-184.03289340684668,-74.01430328288392,40.77738557785712,1.0
cell_6_240,-183.53289340684668,-74.01430328288392,40.77738557785712,2.0
cell_7_0,-189.87747042254773,-74.01430328288392,40.77738557785712,20.0
cell_7_120,-186.87747042254773,-74.01430328288392,40.77738557785712,14.0
cell_7_240,-183.87747042254773,-74.01430328288392,40.77738557785712,8.0
cell_8_0,-191.65030880652097,-74.01430328288392,40.77738557785712,18.0
cell_8_120,-188.15030880652097,-74.01430328288392,40.77738557785712,11.0
cell_8_240,-191.15030880652097,-74.01430328288392,40.77738557785712,17.0
cell_9_0,-168.94681335238135,-74.01430328288392,40.77738557785712,9.0
cell_9_120,-169.44681335238135,-74.01430328288392,40.77738557785712,6.0
cell_9_240,-168.94681335238135,-74.01430328288392,40.77738557785712,7.0
cell_10_0,-176.34630470151393,-74.01430328288392,40.77738557785712,18.0
cell_10_120,-177.34630470151393,-74.01430328288392,40.77738557785712,20.0
cell_10_240,-173.34630470151393,-74.01430328288392,40.77738557785712,12.0
cell_1_0,-180.93706362643974,-73.97064151721575,40.75774542431243,18.0
cell_1_120,-176.93706362643974,-73.97064151721575,40.75774542431243,6.0
cell_1_240,-176.43706362643974,-73.97064151721575,40.75774542431243,7.0
cell_2_0,-183.79004445321624,-73.97064151721575,40.75774542431243,2.0
cell_2_120,-180.79004445321624,-73.97064151721575,40.75774542431243,8.0
cell_2_240,-184.79004445321624,-73.97064151721575,40.75774542431243,16.0
cell_3_0,-169.94571482310937,-73.97064151721575,40.75774542431243,7.0
cell_3_120,-170.94571482310937,-73.97064151721575,40.75774542431243,11.0
cell_3_240,-172.44571482310937,-73.97064151721575,40.75774542431243,14.0
cell_4_0,-175.26857001286686,-73.97064151721575,40.75774542431243,5.0
cell_4_120,-177.26857001286686,-73.97064151721575,40.75774542431243,15.0
cell_4_240,-174.26857001286686,-73.97064151721575,40.75774542431243,9.0
cell_5_0,-170.76055734653673,-73.97064151721575,40.75774542431243,14.0
cell_5_120,-173.26055734653673,-73.97064151721575,40.75774542431243,19.0
cell_5_240,-170.76055734653673,-73.97064151721575,40.75774542431243,14.0
cell_6_0,-186.41891127492215,-73.97064151721575,40.75774542431243,1.0
cell_6_120,-187.91891127492215,-73.97064151721575,40.75774542431243,18.0
cell_6_240,-185.41891127492215,-73.97064151721575,40.75774542431243,3.0
cell_7_0,-172.51249998789888,-73.97064151721575,40.75774542431243,6.0
cell_7_120,-174.01249998789888,-73.97064151721575,40.75774542431243,13.0
cell_7_240,-176.51249998789888,-73.97064151721575,40.75774542431243,18.0
cell_8_0,-179.76194963805796,-73.97064151721575,40.75774542431243,3.0
cell_8_120,-179.76194963805796,-73.97064151721575,40.75774542431243,13.0
cell_8_240,-179.76194963805796,-73.97064151721575,40.75774542431243,3.0
cell_9_0,-185.50649609377973,-73.97064151721575,40.75774542431243,15.0
cell_9_120,-186.50649609377973,-73.97064151721575,40.75774542431243,17.0
cell_9_240,-188.00649609377973,-73.97064151721575,40.75774542431243,20.0
cell_10_0,-178.89424239766194,-73.97064151721575,40.75774542431243,4.0
