sim_idx,loc_x,loc_y,cell_rxpwr_dbm_1,cell_txpwr_dbm_1,cell_az_deg_1,cell_el_deg_1,cell_mech_deg_1,rsrp_dbm,cell_id,sinr_db,cell_el_deg,cell_rxpwr_dbm
1,-121.76944444444445,47.47555555555555,-95.7831802368164,23,285,4,0,-95.7831802368164,1,26.855346679687493,4,-95.7831802368164
1,-121.76944444444445,47.47583333333333,-95.53528594970703,23,285,4,0,-95.53528594970703,1,27.103240966796864,4,-95.53528594970703
1,-121.76944444444445,47.47611111111111,-95.37023162841797,23,285,4,0,-95.37023162841797,1,27.268295288085938,4,-95.37023162841797
1,-121.76944444444445,47.476388888888884,-95.25263977050781,23,285,4,0,-95.25263977050781,1,27.385879516601577,4,-95.25263977050781
1,-121.76944444444445,47.47666666666667,-95.1827163696289,23,285,4,0,-95.1827163696289,1,27.455810546875004,4,-95.1827163696289
1,-121.76944444444445,47.47694444444444,-95.1048355102539,23,285,4,0,-95.1048355102539,1,27.53369140624999,4,-95.1048355102539
1,-121.76944444444445,47.47722222222222,-95.01905822753906,23,285,4,0,-95.01905822753906,1,27.619461059570316,4,-95.01905822753906
1,-121.76944444444445,47.4775,-94.95445251464844,23,285,4,0,-94.95445251464844,1,27.684066772460945,4,-94.95445251464844
1,-121.76944444444445,47.477777777777774,-94.93620300292969,23,285,4,0,-94.93620300292969,1,27.70231628417969,4,-94.93620300292969
1,-121.76944444444445,47.47805555555555,-94.96417236328125,23,285,4,0,-94.96417236328125,1,27.67434692382814,4,-94.96417236328125
1,-121.76916666666666,47.474999999999994,-96.0667953491211,23,285,4,0,-96.0667953491211,1,26.571731567382812,4,-96.0667953491211
1,-121.76916666666666,47.47527777777778,-95.82962036132812,23,285,4,0,-95.82962036132812,1,26.808898925781257,4,-95.82962036132812
1,-121.76916666666666,47.47555555555555,-95.54473876953125,23,285,4,0,-95.54473876953125,1,27.093780517578132,4,-95.54473876953125
1,-121.76916666666666,47.47583333333333,-95.29116821289062,23,285,4,0,-95.29116821289062,1,27.347351074218764,4,-95.29116821289062
1,-121.76916666666666,47.47611111111111,-95.09487915039062,23,285,4,0,-95.09487915039062,1,27.54364013671875,4,-95.09487915039062
1,-121.76916666666666,47.476388888888884,-94.99922180175781,23,285,4,0,-94.99922180175781,1,27.639297485351566,4,-94.99922180175781
